Id,Categoria de Informação,Classe maior,Sub-classe maior,Classe menor,Nomenclatura Greencloud,Nomenclatura PEDEA,Coluna atributo,Link Drive (SHP),Link Drive (KML)
206,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Projeto Orla,,1206_CE_praias_por_municipio_2021_lin,Linhas limite localização praias (SEMA_2021),municipio,https://drive.google.com/drive/folders/1YxizMojhKkfFhkVM3y9XO6vFWmNYWsbA?usp=share_link,https://drive.google.com/drive/folders/12NfLefqebprXgGqaroke2o4s7Z4YcoYR?usp=share_link
207,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Projeto Orla,,1206_CE_praias_por_municipio_2021_pto,Pontos de localização praias (SEMA_2021),municipio,https://drive.google.com/drive/folders/1QI53orIm6OReqAm3Zot6lTib6jP40swz?usp=share_link,https://drive.google.com/drive/folders/1aehxWK7MY2W07ZpK0rePl1ZyAHpXZkr9?usp=share_link
208,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Projeto Orla,,1206_CE_projeto_orla_cascavel_2020_pol,Trechos/Zonas da orla marítima de Cascavel (SEMA_2020),trecho,https://drive.google.com/drive/folders/1kdhpH8KAxPNkdMVCyC7LtMrSrdLbiz3a?usp=share_link,https://drive.google.com/drive/folders/1hq5DzAXLqmC9WCamOMctXHBqyJvNW-Q_?usp=share_link
209,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Projeto Orla,,1206_CE_projeto_orla_caucaia_2018_pol,Trechos/Zonas da orla marítima de Caucaia (IMAC_2018),trecho,https://drive.google.com/drive/folders/1gcTmwibc3aiv14YXeh556xk5GZTweLEQ?usp=share_link,https://drive.google.com/drive/folders/15izeqm2U55wNymWXzoAB7xVHUvEXbkQ-?usp=share_link
210,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Projeto Orla,,1206_CE_projeto_orla_itapipoca_2020_pol,Unidades da orla marítima de Itapipoca (IMMI_2020),unidade,https://drive.google.com/drive/folders/1KuF_Pk77ZwQ-9LQTmXi4_UkKAjQ7xDZV?usp=share_link,https://drive.google.com/drive/folders/1Wnyx0C2QcNADQ_grUGHsHbspiJ8_ihZX?usp=share_link
211,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Projeto Orla,,1206_CE_projeto_orla_itapipoca_trecho_2020_pol,Trechos/Zonas da orla marítima de Itapipoca (IMMI_2020),trecho,https://drive.google.com/drive/folders/1iXSUK7tmZVyFNMcdMepvmrJiIGw5Vaqh?usp=share_link,https://drive.google.com/drive/folders/1FmRQukc5q3FBmtAFGq8HZ4h-0s0eQsmM?usp=share_link
212,Instrumentos e Projetos Territoriais,Plano de Manejo,APA da Lagoa de Jijoca,,1205_CE_atividades_recreativas_uc_jijoca_2019_pol,Atividades Recreativas (SEMA_2019),ativ_recre,https://drive.google.com/drive/folders/1VI2zc_5ME0Yfduq8GqNWAQBWeaOSqRU-?usp=share_link,https://drive.google.com/drive/folders/1os2SjQdgAdilMxihdRvpQtWqkZ_rD56a?usp=share_link
213,Instrumentos e Projetos Territoriais,Plano de Manejo,APA da Lagoa de Jijoca,,1205_CE_geomorfologia_uc_jijoca_2019_pol,Geomorfologia (SEMA_2019),un_geoamb,https://drive.google.com/drive/folders/1yAKRPlb_34_WDV7NUW7Cir_ue4GPwbMI?usp=share_link,https://drive.google.com/drive/folders/1mW9k8pryWJKrX8kEu1Nibw2LpFE0qKB-?usp=share_link
214,Instrumentos e Projetos Territoriais,Plano de Manejo,APA da Lagoa de Jijoca,,1205_CE_herpetofauna_areas_conservacao_uc_jijoca_2019_pol,Conservacao Herpetofauna(SEMA_2019),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1Et1BPvcVbhlfDf_JyD8ZHPnCegbSe6QQ?usp=share_link,https://drive.google.com/drive/folders/192Z6zISBcKVm953a-89qvTY06MCK7Rle?usp=share_link
215,Instrumentos e Projetos Territoriais,Plano de Manejo,APA da Lagoa de Jijoca,,1205_CE_pedologia_uc_jijoca_2019_pol,Pedologia(SEMA_2019),nome,https://drive.google.com/drive/folders/1u7acgvu2_QzVMzySryRY1KZ2Dph2NHkO?usp=share_link,https://drive.google.com/drive/folders/1VEp9fgdC21kli6haBPmgmcs6f8M4eaF7?usp=share_link
216,Instrumentos e Projetos Territoriais,Plano de Manejo,APA da Lagoa de Jijoca,,1205_CE_pontos_aer_uc_jijoca_2019_pto,Pontos AER (SEMA_2019),nome,https://drive.google.com/drive/folders/1ZGgIkOP5eUfZaKpy0wUY42EBo8trhePO?usp=share_link,https://drive.google.com/drive/folders/1vL6pZHvT17leGzCbAihs_FjtV8VTYMs_?usp=share_link
217,Instrumentos e Projetos Territoriais,Plano de Manejo,APA da Lagoa de Jijoca,,1205_CE_pressao_mastofauna_uc_jijoca_2019_pto,Pressao Mastofauna (SEMA_2019),nome,https://drive.google.com/drive/folders/13Y-4Q-poNoN9GxQInFGMe9XuLhxXKdP0?usp=share_link,https://drive.google.com/drive/folders/1SaSIjxMpHujF6Wua2jl_r5GDIerFzbxI?usp=share_link
218,Instrumentos e Projetos Territoriais,Plano de Manejo,APA da Lagoa de Jijoca,,1205_CE_vegetacao_uc_jijoca_2019_pol,Vegetação (SEMA_2019),nome,https://drive.google.com/drive/folders/1MEs3H0wV3G07Wi2Dw4dC7ZkWTzyrUc9r?usp=share_link,https://drive.google.com/drive/folders/1-nH756CVL7KEYukbJ00ArZPk3RITuUDp?usp=share_link
219,Instrumentos e Projetos Territoriais,Plano de Manejo,APA da Lagoa de Jijoca,,1205_CE_zoneamento_uc_jijoca_2019_pol,Zoneamento da UC (SEMA_2019),zon_manejo,https://drive.google.com/drive/folders/1ivxasRL94Gsq39ZMVC4umxY4ulqXT1Eu?usp=share_link,https://drive.google.com/drive/folders/1V4onU8iAuUdj8yMvXj5a06TFA5Plk1KG?usp=share_link
220,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Lagoinha,,1205_CE_geodiversidade_uc_lagoinha_2020_pol,Geodiversidade(SEMA_2020),nome,https://drive.google.com/drive/folders/1r20VV7QpXEiTMHnVkHOiGS7D7qWu7n0P?usp=share_link,https://drive.google.com/drive/folders/1pEyuvSzUkpo9d3OStODjBhq4VuCaF1GG?usp=share_link
221,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Lagoinha,,1205_CE_pedologia_uc_lagoinha_2020_pol,Pedologia(SEMA_2020),nome,https://drive.google.com/drive/folders/1TzJcaEfWOS8YCOi-WVe_l4N_C07I7oM7?usp=share_link,https://drive.google.com/drive/folders/1H8alZjW3KmdrRgUS0zx3h8f5dG2WLnI-?usp=share_link
222,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Lagoinha,,1205_CE_suceptibilidade_uc_lagoinha_2020_pol,Suceptibilidade(SEMA_2020),classe,https://drive.google.com/drive/folders/1AAgjd-IK0YzmzYc8ctP9LgMcPxS_nSP4?usp=share_link,https://drive.google.com/drive/folders/1CKShBNge7hJLKM1UGD_9KRycA6GoSZRD?usp=share_link
223,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Lagoinha,,1205_CE_uso_ocupacao_uc_lagoinha_2020_pol,Uso e Ocupação do Solo(SEMA_2020),classe,https://drive.google.com/drive/folders/1z1Ssw5F_l-lqomAiULJwCkSqcBPge_36?usp=share_link,https://drive.google.com/drive/folders/1BiWHz5cYR5zVxvuRLtNTqVbLEynEoyB5?usp=share_link
224,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Lagoinha,,1205_CE_zona_entorno_uc_lagoinha_2020_pol,Zona de Entorno (SEMA_2020),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1p4WNBYMbmaXrbmOgr_F6d_gmzBuzFZHL?usp=share_link,https://drive.google.com/drive/folders/1Ms95a8C3cTCfSHffNWJWRaarosx3wF-h?usp=share_link
225,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Lagoinha,,1205_CE_zoneamento_uc_lagoinha_2020_pol,Zoneamento da UC (SEMA_2020),zon_manejo,https://drive.google.com/drive/folders/15kQ2dHezUZmynUdG1ArTZ-nvo-Yea7HO?usp=share_link,https://drive.google.com/drive/folders/18OP8AXAoSDdY6E4QyI_yHONXB20K26AZ?usp=share_link
226,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Paracuru,,1205_CE_geodiversidade_uc_paracuru_2020_pol,Geodiversidade(SEMA_2020),nome,https://drive.google.com/drive/folders/1FFLBfLvNFTQl0HN47w7KkGW80LUw36Ka?usp=share_link,https://drive.google.com/drive/folders/1qZrsOzYZgnBp4g317R2BNhseunjtdEwU?usp=share_link
227,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Paracuru,,1205_CE_pedologia_uc_paracuru_2020_pol,Pedologia(SEMA_2020),nome,https://drive.google.com/drive/folders/1EUsfEr2N5hKtRTHOaQj3JnKQCQPkHWLR?usp=share_link,https://drive.google.com/drive/folders/1nLGikzT9sy_TDhY8CydkwkAwB4y_od3Z?usp=share_link
228,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Paracuru,,1205_CE_suceptibilidade_uc_paracuru_2020_pol,Suceptibilidade (SEMA_2020),classe,https://drive.google.com/drive/folders/1vkoFKxqM_ehG-LavFAuxDGLd9-zJeSuw?usp=share_link,https://drive.google.com/drive/folders/10TdKiXVR71wA5nr39_A9h_OPj81gQ-S3?usp=share_link
229,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Paracuru,,1205_CE_uso_cobertura_uc_paracuru_2020_pol,Uso e Ocupação do Solo(SEMA_2020),classe,https://drive.google.com/drive/folders/10Tekd60bP18vl4ThhQolyn5fMRdoMcHW?usp=share_link,https://drive.google.com/drive/folders/1yrw1PL0NlVpne_LTkvHFDQvXQNHxrCiN?usp=share_link
230,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Paracuru,,1205_CE_vunerabilidade_dunar_uc_paracuru_2020_pol,Vunerabilidade Dunar (SEMA_2020),classe,https://drive.google.com/drive/folders/1OBMYIFZeKEq_2B5hp6bdhNCIEFNxWkq_?usp=share_link,https://drive.google.com/drive/folders/1kN4wCnnvZLidfSxU-PnM3On_wJIJpuQt?usp=share_link
231,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Paracuru,,1205_CE_zona_entorno_uc_paracuru_2020_pol,Zona Entorno (SEMA_2020),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/19Bx-H3BBdCexHRW28RGVb7iVgKd1DNFR?usp=share_link,https://drive.google.com/drive/folders/1tJ6yOKnxtGxsyQPOikGF48ksso84i8z8?usp=share_link
232,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Paracuru,,1205_CE_zoneamento_uc_paracuru_2020_pol,Zoneamento da UC (SEMA_2020),zon_manejo,https://drive.google.com/drive/folders/1dqhbDTOXIIcUCMkrViLj6ZFY3A_QlVNH?usp=share_link,https://drive.google.com/drive/folders/1k693Pf5TkSyCn4Qua7F-XNl98rS084ov?usp=share_link
233,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Ceará,,1205_CE_fragilidade_potencial_uc_rioceara_2019_pol,Fragilidade Potencial (SEMA_2019),classe,https://drive.google.com/drive/folders/1JYkhbc9EPA7XKGCmv3bw2wSuOEyUxiIf?usp=share_link,https://drive.google.com/drive/folders/12K5Cyld2pW1gtBYSv6pUywteFUfFMoeW?usp=share_link
234,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Ceará,,1205_CE_pedologia_uc_rioceara_2019_pol,Pedologia (SEMA_2019),nome,https://drive.google.com/drive/folders/1zupHu8kRLoma3EQngvYXOkUdp_wtR5Lp?usp=share_link,https://drive.google.com/drive/folders/1fjtgKH9CE6SYp3xzTUYKOim9Xa5uZhPm?usp=share_link
235,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Ceará,,1205_CE_uso_ocupacao_uc_rioceara_2019_pol,Uso e Ocupação da UC (SEMA_2019),classe,https://drive.google.com/drive/folders/1S9MB19VeehViF2SzjYDpeh-1SHE8VlsR?usp=share_link,https://drive.google.com/drive/folders/14OnQfC3V20svwXbecnJTdEpF54O8KzAd?usp=share_link
236,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Ceará,,1205_CE_zona_entorno_uc_rioceara_2019_pol,Zona Entorno (SEMA_2019),nome_uc,https://drive.google.com/drive/folders/1KNwo8wVN3LaAKyHLgO9t7g29A1_GVvpN?usp=share_link,https://drive.google.com/drive/folders/1sHJAuRP49n_8xgj91Axv1I6AHoBWbAuh?usp=share_link
237,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Ceará,,1205_CE_zoneamento_uc_rioceara_2019_pol,Zoneamento da UC (SEMA_2019),zon_manejo,https://drive.google.com/drive/folders/19Uvtb7-8znU7eTim2IlpWIzKK-2qyEht?usp=share_link,https://drive.google.com/drive/folders/1O5x9Wn_l2_V4pS6PB9VEqvLVab4Ex-Lv?usp=share_link
238,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Curu,,1205_CE_geodiversidade_uc_curu_2020_pol,Geodiversidade (SEMA_2020),nome,https://drive.google.com/drive/folders/1nS_R4XzEp3TMnT9NIh0cJBsPD7__ZZDx?usp=share_link,https://drive.google.com/drive/folders/1WGBs6Y3DEE2DiBrBj7OvaxTMRF3N-0G_?usp=share_link
239,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Curu,,1205_CE_pedologia_uc_curu_2020_pol,Pedologia (SEMA_2020),nome,https://drive.google.com/drive/folders/1v4wnhQTG7yCjWBgn4RWKOIjwXRVxOJX8?usp=share_link,https://drive.google.com/drive/folders/1KkXcxjwI3O_dU2LLAiueKo2n7XK6-yLV?usp=share_link
240,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Curu,,1205_CE_suceptibilidade_uc_curu_2020_pol,Suceptibilidade (SEMA_2020),classe,https://drive.google.com/drive/folders/1dvIh3sC6r14hlrAITAC2AExLwSO0IKME?usp=share_link,https://drive.google.com/drive/folders/1C4cnhvtu_GuE_C_nzX8d8QGXwk4ywHd0?usp=share_link
241,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Curu,,1205_CE_uso_cobertura_uc_curu_2020_pol,Uso e Cobertura (SEMA_2020),classe,https://drive.google.com/drive/folders/1UxKp24FsyJBAOUPn6YghgWQshNHfJ4UZ?usp=share_link,https://drive.google.com/drive/folders/1pw-cHBSB8Hd2dZzGJ1TA_P7n-3UX0xdF?usp=share_link
242,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Curu,,1205_CE_zona_entorno_uc_curu_2020_pol,Zona Entorno (SEMA_2020),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1nYuEZxWbP65BRH9O1srSpWWKRZkQ5JQc?usp=share_link,https://drive.google.com/drive/folders/1Dh28eBaP_VjUSyQL-jk3lr1YQ3jxz1Hz?usp=share_link
243,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Curu,,1205_CE_zoneamento_uc_curu_2020_pol,Zoneamento da UC (SEMA_2020),zon_manejo,https://drive.google.com/drive/folders/1TEtL2GQwr92-R43qR6Crb39x4Pj3SMMB?usp=share_link,https://drive.google.com/drive/folders/1kol9bZPdle257Oe5P6S3nqQxVaETL1b7?usp=share_link
244,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Mundau,,1205_CE_geodiversidade_uc_mundau_2021_pol,Geodiversidade (SEMA_2021),nome,https://drive.google.com/drive/folders/1L2eWDRLBFJ5azRLzyDZSotguO4s4CXvi?usp=share_link,https://drive.google.com/drive/folders/1G-BqxnaYbpFv5A-bJvqHmMCk87-o-sWp?usp=share_link
245,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Mundau,,1205_CE_pedologia_uc_mundau_2021_pol,Pedologia (SEMA_2021),nome,https://drive.google.com/drive/folders/1iVyywzJzJ066bsOfaKsKNyCRKMivNXFl?usp=share_link,https://drive.google.com/drive/folders/1qLZdS9DdKPPWOn0DUsfudqxx0cOu8pyj?usp=share_link
246,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Mundau,,1205_CE_suceptibilidade_uc_mundau_2021_pol,Suceptibilidade (SEMA_2021),classe,https://drive.google.com/drive/folders/1v-OQCUZgj6vl69-YZ91BfUKYV_tlDlOC?usp=share_link,https://drive.google.com/drive/folders/1olFBdig_2kaJaKRjjqPhfS7BukN7EgGD?usp=share_link
247,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Mundau,,1205_CE_uso_cobertura_uc_mundau_2021_pol,Uso e Cobertura (SEMA_2021),classe,https://drive.google.com/drive/folders/1VXscPbPQV54ioefrYCUqJxQNWPw_lcA9?usp=share_link,https://drive.google.com/drive/folders/15YG5OFNI32bY3Lw7e2ogobj1zqLTCf4-?usp=share_link
248,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Mundau,,1205_CE_zona_entorno_uc_mundau_2021_pol,Zona Entorno (SEMA_2021),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1vpe-XhDFGu5rZthj7x_JCov3lnFYUS-e?usp=share_link,https://drive.google.com/drive/folders/1QSjwmHibKOgTLrlYCLlxEPH_Q1SResXi?usp=share_link
249,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Mundau,,1205_CE_zoneamento_uc_mundau_2021_pol,Zoneamento da UC (SEMA_2021),zon_manejo,https://drive.google.com/drive/folders/1Q-ZlPrwZknG9gh86XR6B0aiBm1gpVnKO?usp=share_link,https://drive.google.com/drive/folders/1IPhGBAIBDmTcRS2wMZy1b6HRyYElKiwD?usp=share_link
250,Instrumentos e Projetos Territoriais,Plano de Manejo,Estação Ecológica do Pecém,,1205_CE_pontos_aer_uc_pecem_2019_pto,Pontos AER (SEMA_2021),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1RKTJWoPZ-esc3PbwW-wip0OsHoxcX4Mk?usp=share_link,https://drive.google.com/drive/folders/1kZZLTuwaPhCp4yU42dqd1KvET8niUVAm?usp=share_link
251,Instrumentos e Projetos Territoriais,Plano de Manejo,Estação Ecológica do Pecém,,1205_CE_zona_amortecimento_uc_pecem_2019_pol,Zona de Amortecimento (SEMA_2021),zon_manejo,https://drive.google.com/drive/folders/1r0Md7EpmxHFtCOr7hvT6ip8jRh6NYYX1?usp=share_link,https://drive.google.com/drive/folders/1eFaSoCUL9-r2DE6YRdhVt2tQtPJ2xOue?usp=share_link
252,Instrumentos e Projetos Territoriais,Plano de Manejo,Estação Ecológica do Pecém,,1205_CE_zoneamento_uc_pecem_2019_pol,Zoneamento da UC (SEMA_2021),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1LEO77t0uVIcWcpMFgZtFiPKNZFe5aczO?usp=share_link,https://drive.google.com/drive/folders/1O_sQNSncR1lDeDKPPEEgX5hDc5QgxYCo?usp=share_link
253,Instrumentos e Projetos Territoriais,Plano de Manejo,Monumento Natural das Falésias de Beberibe,,1205_CE_uso_cobertura_uc_beberibe_2019_pol,Uso e Cobertura (SEMA_2019),classe,https://drive.google.com/drive/folders/1zLWmGu9xZmq4osFQvnXUxEH2nVOqiTiN?usp=share_link,https://drive.google.com/drive/folders/119pR1NjwxotxTQDoS5INzOYaCpdr9wRX?usp=share_link
254,Instrumentos e Projetos Territoriais,Plano de Manejo,Monumento Natural das Falésias de Beberibe,,1205_CE_zona_amortecimento_uc_beberibe_2019_pol,Zona de Amortecimento (SEMA_2019),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1-UUGAEppy9InsTvU_NyAuK5xKj8R2x3D?usp=share_link,https://drive.google.com/drive/folders/15BEOpnOo4y7t5_QB-Sjr0JPlCNcdlfKT?usp=share_link
255,Instrumentos e Projetos Territoriais,Plano de Manejo,Monumento Natural das Falésias de Beberibe,,1205_CE_zoneamento_uc_beberibe_2019_pol,Zoneamento da UC (SEMA_2019),zon_manejo,https://drive.google.com/drive/folders/1ExM6FpA0D6Ck8_MCYeQEHFWvwcUvgr2y?usp=share_link,https://drive.google.com/drive/folders/1oUpGaYM3OlTk-6JYGsZ0Prhpa3wiDRuS?usp=share_link
256,Instrumentos e Projetos Territoriais,Plano de Manejo,PE Botânico do Ceará,,1205_CE_reflo_uc_pebotanico_2021_pto,Parceria reflorestamento - (SEMA_2021),instituica,https://drive.google.com/drive/folders/1UQJDmmnGEXbXLxIUl8dovVClgeozPKxJ?usp=share_link,https://drive.google.com/drive/folders/1tpcnn3wBaU8oJCRo0E8U5AzdvSkt3XKl?usp=share_link
257,Instrumentos e Projetos Territoriais,Plano de Manejo,PE Botânico do Ceará,,1205_CE_zonaamortecimento_uc_pebotanico_2021_pol,Zona de amortecimento (SEMA_2021),nome_zonas,https://drive.google.com/drive/folders/19MZ7wsZ6BWHP_v7WPu8dYfvUYMlJYwtt?usp=share_link,https://drive.google.com/drive/folders/11FKZjS-N5zwcQgEGdWJ3bCcJXMbSFSS4?usp=share_link
258,Instrumentos e Projetos Territoriais,Plano de Manejo,PE Botânico do Ceará,,1205_CE_zoneamento_uc_pebotanico_2021_pol,Zoneamento da UC (SEMA_2021),zona_manej,https://drive.google.com/drive/folders/1kjEx_23i0eSF09T8_J8EBHloEAQMVqtb?usp=share_link,https://drive.google.com/drive/folders/1xa2M0fCBSV84zTTnpDH2ZO6BJ28sWEjm?usp=share_link
259,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_areas_prioritarias_inclusao_uc_pecoco_2020_pol,Areas prioritarias inclusao (SEMA_2020),nome_area,https://drive.google.com/drive/folders/107XAHUp1MKPIWRqbnSXtrAKvjVeyvQIo?usp=share_link,https://drive.google.com/drive/folders/1qygg5ktwI3q0icIbEwius7s_7a6J97Er?usp=share_link
260,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_drenagem_uc_pecoco_2020_lin,Drenagem bacia(SEMA_2020),tip_drenag,https://drive.google.com/drive/folders/1LIyi5qi2pVekpJeyiU32rMsXO50EleeZ?usp=share_link,https://drive.google.com/drive/folders/1X9B8yXei4jmD2s-fVBQok77pt8bL3pIR?usp=share_link
261,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_edificacoes_uc_pecoco_2020_pto,Edificações (SEMA_2020),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1DZDFCqp4T-YLxPFuxtB5f5bdQUX3-3yk?usp=share_link,https://drive.google.com/drive/folders/1feajH0kVALnZI3S7vIEysqvpIHCeZa6V?usp=share_link
262,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_infraestruturas_uc_pecoco_2020_pol,Infraestruturas da UC (SEMA_2020),nome_infra,https://drive.google.com/drive/folders/1Vk-s2Fx2RCsM3Nz5ma75yXKqBV3yRFrJ?usp=share_link,https://drive.google.com/drive/folders/1kjOdszh78Xc1fHLfGT21uBJXsHJWCgIo?usp=share_link
263,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_massas_dagua_uc_pecoco_2020_pol,Massas dagua (SEMA_2020),Simbologia não categorizada por atributo,https://drive.google.com/drive/folders/1AWeA3CBEs9fsOkYBHw7GCS-2SzNDQwjd?usp=share_link,https://drive.google.com/drive/folders/1WmXJ74bN9Fdl6vngxebfTYruQ9FTu1wK?usp=share_link
264,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_monitor_quali_agua_uc_pecoco_2020_pto,Monitor qualidade agua (SEMA_2020),nome_local,https://drive.google.com/drive/folders/1bCO6XIax1TE-m7h7kpJFVzXSVWy-Z3Hj?usp=share_link,https://drive.google.com/drive/folders/1k8ca0X2knIIgzXSP9qw3V9aM7BokIAi0?usp=share_link
265,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_uso_solo_uc_pecoco_2020_pol,Uso e Ocupação do Solo(SEMA_2020),classe,https://drive.google.com/drive/folders/1HGZTt513Em-rhu3gyKF-VXujaa1oAlb_?usp=share_link,https://drive.google.com/drive/folders/1Re8VfrbkLOabr-lRShKhNVrNOBPuHH6e?usp=share_link
266,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_zona_amortecimento_uc_pecoco_2020_pol,Zona de amortecimento (SEMA_2020),nome_zonas,https://drive.google.com/drive/folders/1g_CUGKfQ-oTZdO00VeEeTPq9QmwBsQbz?usp=share_link,https://drive.google.com/drive/folders/1tDlZfpkonNvRFMEwf9ffcbYKlJQfnPEU?usp=share_link
267,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_zoneamento_aquatico_uc_pecoco_2020_pol,Zoneamento da UC - aquático (SEMA_2020),zon_manejo,https://drive.google.com/drive/folders/1KWFuMNPzw_mj60BXeIMsP8OC_wuEeyeD?usp=share_link,https://drive.google.com/drive/folders/1H8352J4CaakpEu5_Bjh2VcfVKF8xh0l2?usp=share_link
268,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_zoneamento_terrestre_uc_pecoco_2020_pol,Zoneamento da UC - terrestre (SEMA_2020),zon_manejo,https://drive.google.com/drive/folders/1sy9eVX3Zoymwr6G0BltcWyOTEkAr_fkI?usp=share_link,https://drive.google.com/drive/folders/1kLAHysVVsufcNT0Y18KHdVplvHd99O05?usp=share_link
269,Instrumentos e Projetos Territoriais,Plano de Manejo,PE Sítio Fundão,,1205_CE_curvas_uc_pesitiofundao_2019_lin,Curvas de Nivel (SEMA_2019),tipo_curva,https://drive.google.com/drive/folders/1v6lS_yyHoAfiFYFDP5KtLUeE5drt7QT_?usp=share_link,https://drive.google.com/drive/folders/1eBF9gkHH5y5VTSDb4oNEpcWL59-miDWA?usp=share_link
270,Instrumentos e Projetos Territoriais,Plano de Manejo,PE Sítio Fundão,,1205_CE_pedologia_uc_pesitiofundao_2019_pol,Pedologia da UC (SEMA_2019),nome,https://drive.google.com/drive/folders/1_QOnekh0Xkydwn6l-Gmx8tbnlbfzi-tP?usp=share_link,https://drive.google.com/drive/folders/1zWdh8jXLZvoE-r1IVNCiGMxRFO0wasZs?usp=share_link
271,Instrumentos e Projetos Territoriais,Plano de Manejo,PE Sítio Fundão,,1205_CE_pressoes_avifauna_mastofauna_uc_pesitiofundao_2019_pto,Pressões sobre a avifauna e a mastofauna na UC (SEMA_2019),nome,https://drive.google.com/drive/folders/11xwm7GhboFpD66PYSSXCTv9zlxkufwlX?usp=share_link,https://drive.google.com/drive/folders/1PN3fHuhqxlx_JsUfdmDQfqMERg9XLdll?usp=share_link
272,Instrumentos e Projetos Territoriais,Plano de Manejo,PE Sítio Fundão,,1205_CE_pressoes_herpetofauna_uc_pesitiofundao_2019_pto,Pressões sobre a herpetofauna (SEMA_2019),nome,https://drive.google.com/drive/folders/1qfPWYjVfwGC_Qg9jxNvN6z219JTCZNDk?usp=share_link,https://drive.google.com/drive/folders/1gkSG01Uh0DAx2y7aV7GeKKFBde3IPb9S?usp=share_link
273,Instrumentos e Projetos Territoriais,Plano de Manejo,PE Sítio Fundão,,1205_CE_vegetacao_uc_pesitiofundao_2019_pol,Vegetação da UC (SEMA_2019),nome,https://drive.google.com/drive/folders/1NbdDmKv61uqerVujNxQlcvsCXYcLDt6U?usp=share_link,https://drive.google.com/drive/folders/1cniImUTZx9Y-JZGCpJiTKxRAjVbWJ1qr?usp=share_link
